220X67,220X71,220X75,220X79,220X83,220X87,220X91,220X95,220X151,310X56,310X60,310X64,310X68,310X72,310X76,310X80,310X84
2017061323535656,2017061323514882.0,2017061323534318,2017061323525346,2017061323534601,2017061323514460,2017061323534093,2017061323524995,,2017061619080492,2017061619062845,2017061619075196,2017061619065301,2017061619075467,2017061619062423,2017061619074968,2017061619064948
2017061323525365,2017061323504501.0,2017061323524056,2017061323511481,2017061323524342,2017061323504081,2017061323523820,2017061323511129,,2017061619065323,2017061619034090,2017061619064018,2017061619054103,2017061619064293,2017061619033670,2017061619063792,2017061619053751
2017061400201028,2017061400181825.0,2017061400200182,2017061400184915,2017061400200451,2017061400181407,2017061400195957,2017061400184562,,2017061619441295,2017061619422334,2017061619435935,2017061619425903,2017061619440267,2017061619421909,2017061619435706,2017061619425554
2017061400184931,2017061400171862.0,2017061400183625,2017061400174651,2017061400183918,2017061400171431,2017061400183390,2017061400174300,,2017061619425926,2017061619410720,2017061619424626,2017061619414759,2017061619424900,2017061619410300,2017061619424390,2017061619414409
2017061400174700,2017061400161642.0,2017061400173360,2017061400164406,2017061400173646,2017061400161212,2017061400173135,2017061400164054,,2017061619414776,2017061619401076,2017061619413481,2017061619402826,2017061619413754,2017061619400653,2017061619413235,2017061619402476
2017061400055281,2017061400042207.0,2017061400053932,2017061400044985,2017061400054232,2017061400041785,2017061400053701,2017061400044634,,2017061619251026,2017061619232239,2017061619245726,2017061619235831,2017061619245998,2017061619231820,2017061619245498,2017061619235481
2017061400045017,2017061400025810.0,2017061400043696,2017061400034748,2017061400043982,2017061400025392,2017061400043470,2017061400034396,,2017061619235846,2017061619215739,2017061619234551,2017061619224660,2017061619234826,2017061619215318,2017061619234326,2017061619224310
2017061400034779,2017061400015562.0,2017061400033457,2017061400022398,2017061400033745,2017061400015142,2017061400033232,2017061400022046,,2017061619224684,2017061619210153,2017061619223382,2017061619211821,2017061619223656,2017061619205731,2017061619223154,2017061619211471
2017061323545870,2017061323532817.0,2017061323544550,2017061323535609,2017061323544834,2017061323532385,2017061323544323,2017061323535256,,2017061619091962,2017061619073150,2017061619090664,2017061619080475,2017061619090940,2017061619072728,2017061619090435,2017061619080125
2017061414193115,2017061414173464.0,2017061414191795,2017061414182809,2017061414192079,2017061414173045,2017061414191571,2017061414182456,,2017061619473265,2017061619455351,2017061619471965,2017061619461098,2017061619472243,2017061619454931,2017061619471735,2017061619460748
2017061414502362,2017061414481190.0,2017061414501515,2017061414485043,2017061414501785,2017061414480759,2017061414501289,2017061414484690,,2017061620224295,2017061620211003,2017061620222996,2017061620212746,2017061620223270,2017061620210582,2017061620222757,2017061620212398
2017061414453506,2017061414435578.0,2017061414452189,2017061414442379,2017061414452475,2017061414435156,2017061414451960,2017061414442025,,2017061620162578,2017061620135868,2017061620161278,2017061620143917,2017061620161554,2017061620135443,2017061620161046,2017061620143567
2017061414410809,2017061414393798.0,2017061414405490,2017061414400545,2017061414405776,2017061414393381,2017061414405267,2017061414400193,,2017061620104078,2017061620085521,2017061620102778,2017061620092889,2017061620103056,2017061620085101,2017061620102546,2017061620092539
2017061414364071,2017061414350168.0,2017061414362756,2017061414353796,2017061414363039,2017061414345743,2017061414362532,2017061414353445,,2017061620052981,2017061620035225,2017061620051682,2017061620040976,2017061620051945,2017061620034804,2017061620051443,2017061620040626
2017061414300859,2017061414283868.0,2017061414295539,2017061414290584,2017061414295823,2017061414283435,2017061414295314,2017061414290232,,2017061619555251,2017061619533193,2017061619553953,2017061619535981,2017061619554228,2017061619532770,2017061619553723,2017061619535631
2017061414234725,2017061414200550.0,2017061414233421,2017061414203337,2017061414233706,2017061414200129,2017061414233195,2017061414202985,,2017061619501689,2017061619482990,2017061619500390,2017061619484759,2017061619500665,2017061619482570,2017061619500160,2017061619484409
2017061408084375,2017061408070353.0,2017061408083043,2017061408074014,2017061408083326,2017061408065932,2017061408082818,2017061408073659,,2017061623101914,2017061623082001,2017061623100617,2017061623090721,2017061623100893,2017061623081581,2017061623100381,2017061623090371
2017061408074031,2017061408060031.0,2017061408072721,2017061408062904,2017061408073006,2017061408055610,2017061408072493,2017061408062553,,2017061623090740,2017061623070895,2017061623085443,2017061623073910,2017061623085718,2017061623070473,2017061623085217,2017061623073562
2017061408062942,2017061408045829.0,2017061408061614,2017061408052632,2017061408061900,2017061408045409,2017061408061389,2017061408052281,,2017061623073935,2017061623055732,2017061623072632,2017061623062784,2017061623072907,2017061623055310,2017061623072406,2017061623062435
2017062212454365,2017062212432039.0,2017062212453031,2017062212440518,2017062212453321,2017062212431617,2017062212452807,2017062212440168,,2017062600341529,2017062600324420,2017062600340221,2017062600330296,2017062600340506,2017062600323998,2017062600335984,2017062600325946
2017062212454365,2017062212432039.0,2017062212453031,2017062212440518,2017062212453321,2017062212431617,2017062212452807,2017062212440168,,2017062600341529,2017062600324420,2017062600340221,2017062600330296,2017062600340506,2017062600323998,2017062600335984,2017062600325946
2017062212585476,2017062212571595.0,2017062212584142,2017062212574940,2017062212584431,2017062212571175,2017062212583915,2017062212574590,,2017062600494890,2017062600481723,2017062600493587,2017062600483509,2017062600493862,2017062600481301,2017062600493357,2017062600483159
2017062212585476,2017062212571595.0,2017062212584142,2017062212574940,2017062212584431,2017062212571175,2017062212583915,2017062212574590,,2017062600494890,2017062600481723,2017062600493587,2017062600483509,2017062600493862,2017062600481301,2017062600493357,2017062600483159
2017062212574981,2017062212555265.0,2017062212573642,2017062212564656,2017062212573935,2017062212554835,2017062212573407,2017062212564306,,2017062600483537,2017062600470331,2017062600482231,2017062600472135,2017062600482501,2017062600465909,2017062600482003,2017062600471784
2017062212574981,2017062212555265.0,2017062212573642,2017062212564656,2017062212573935,2017062212554835,2017062212573407,2017062212564306,,2017062600483537,2017062600470331,2017062600482231,2017062600472135,2017062600482501,2017062600465909,2017062600482003,2017062600471784
2017062212564692,2017062212544943.0,2017062212563354,2017062212552365,2017062212563656,2017062212544521,2017062212563129,2017062212552014,,2017062600472162,2017062600453385,2017062600470854,2017062600455164,2017062600471126,2017062600452962,2017062600470626,2017062600454814
2017062212564692,2017062212544943.0,2017062212563354,2017062212552365,2017062212563656,2017062212544521,2017062212563129,2017062212552014,,2017062600472162,2017062600453385,2017062600470854,2017062600455164,2017062600471126,2017062600452962,2017062600470626,2017062600454814
2017062212552406,2017062212533964.0,2017062212551064,2017062212542096,2017062212551360,2017062212533542,2017062212550837,2017062212541746,,2017062600455184,2017062600441404,2017062600453885,2017062600443153,2017062600454159,2017062600440982,2017062600453654,2017062600442801
2017062212552406,2017062212533964.0,2017062212551064,2017062212542096,2017062212551360,2017062212533542,2017062212550837,2017062212541746,,2017062600455184,2017062600441404,2017062600453885,2017062600443153,2017062600454159,2017062600440982,2017062600453654,2017062600442801
2017062212542140,2017062212523601.0,2017062212540803,2017062212531057,2017062212541095,2017062212523178,2017062212540578,2017062212530707,,2017062600443171,2017062600425390,2017062600441873,2017062600431140,2017062600442145,2017062600424970,2017062600441645,2017062600430790
2017062212542140,2017062212523601.0,2017062212540803,2017062212531057,2017062212541095,2017062212523178,2017062212540578,2017062212530707,,2017062600443171,2017062600425390,2017062600441873,2017062600431140,2017062600442145,2017062600424970,2017062600441645,2017062600430790
2017062212531098,2017062212513446.0,2017062212525764,2017062212520779,2017062212530057,2017062212513025,2017062212525539,2017062212520429,,2017062600431157,2017062600411709,2017062600425862,2017062600415440,2017062600430134,2017062600411287,2017062600425634,2017062600415090
2017062212531098,2017062212513446.0,2017062212525764,2017062212520779,2017062212530057,2017062212513025,2017062212525539,2017062212520429,,2017062600431157,2017062600411709,2017062600425862,2017062600415440,2017062600430134,2017062600411287,2017062600425634,2017062600415090
2017062212520814,2017062212503171.0,2017062212515475,2017062212510515,2017062212515778,2017062212502739,2017062212515248,2017062212510165,,2017062600415470,2017062600400845,2017062600414160,2017062600403493,2017062600414439,2017062600400425,2017062600413932,2017062600403143
2017062212520814,2017062212503171.0,2017062212515475,2017062212510515,2017062212515778,2017062212502739,2017062212515248,2017062212510165,,2017062600415470,2017062600400845,2017062600414160,2017062600403493,2017062600414439,2017062600400425,2017062600413932,2017062600403143
2017062212510559,2017062212492795.0,2017062212505221,2017062212500229,2017062212505512,2017062212492370,2017062212504998,2017062212495878,,2017062600403518,2017062600385601,2017062600402215,2017062600392314,2017062600402492,2017062600385178,2017062600401987,2017062600391964
2017062212510559,2017062212492795.0,2017062212505221,2017062212500229,2017062212505512,2017062212492370,2017062212504998,2017062212495878,,2017062600403518,2017062600385601,2017062600402215,2017062600392314,2017062600402492,2017062600385178,2017062600401987,2017062600391964
2017062212500262,2017062212481704.0,2017062212494934,2017062212485953,2017062212495228,2017062212481282,2017062212494710,2017062212485601,,2017062600392335,2017062600373665,2017062600391035,2017062600381176,2017062600391303,2017062600373243,2017062600390801,2017062600380828
2017062212500262,2017062212481704.0,2017062212494934,2017062212485953,2017062212495228,2017062212481282,2017062212494710,2017062212485601,,2017062600392335,2017062600373665,2017062600391035,2017062600381176,2017062600391303,2017062600373243,2017062600390801,2017062600380828
2017062212485992,2017062212471501.0,2017062212484662,2017062212474823,2017062212484945,2017062212471009,2017062212484429,2017062212474471,,2017062600381200,2017062600363420,2017062600375898,2017062600365196,2017062600380168,2017062600363000,2017062600375664,2017062600364845
2017062212485992,2017062212471501.0,2017062212484662,2017062212474823,2017062212484945,2017062212471009,2017062212484429,2017062212474471,,2017062600381200,2017062600363420,2017062600375898,2017062600365196,2017062600380168,2017062600363000,2017062600375664,2017062600364845
2017062212474862,2017062212461240.0,2017062212473531,2017062212464593,2017062212473818,2017062212460818,2017062212473306,2017062212464243,,2017062600365217,2017062600351915,2017062600363915,2017062600353668,2017062600364185,2017062600351495,2017062600363685,2017062600353315
2017062212474862,2017062212461240.0,2017062212473531,2017062212464593,2017062212473818,2017062212460818,2017062212473306,2017062212464243,,2017062600365217,2017062600351915,2017062600363915,2017062600353668,2017062600364185,2017062600351495,2017062600363685,2017062600353315
2017062212464632,2017062212443312.0,2017062212463292,2017062212454321,2017062212463592,2017062212442889,2017062212463056,2017062212453971,,2017062600353695,2017062600334421,2017062600352387,2017062600341510,2017062600352657,2017062600333998,2017062600352159,2017062600341159
2017062212464632,2017062212443312.0,2017062212463292,2017062212454321,2017062212463592,2017062212442889,2017062212463056,2017062212453971,,2017062600353695,2017062600334421,2017062600352387,2017062600341510,2017062600352657,2017062600333998,2017062600352159,2017062600341159
2017061622301601,2017061622283957.0,2017061622300267,2017061622285629,2017061622300550,2017061622283535,2017061622300031,2017061622285278,,2017061812251625,2017061812225256,2017061812250331,2017061812232600,2017061812250601,2017061812224837,2017061812250101,2017061812232251
2017061622285667,2017061622260289.0,2017061622284339,2017061622263882,2017061622284626,2017061622255868,2017061622284114,2017061622263529,,2017061812232618,2017061812213712,2017061812231310,2017061812221450,2017061812231596,2017061812213282,2017061812231071,2017061812221100
2017061622263910,2017061622250065.0,2017061622262590,2017061622252835,2017061622262876,2017061622245643,2017061622262365,2017061622252482,,2017061812221467,2017061812202446,2017061812220173,2017061812205526,2017061812220446,2017061812202028,2017061812215943,2017061812205176
2017061622252878,2017061622235784.0,2017061622251545,2017061622242581,2017061622251829,2017061622235364,2017061622251320,2017061622242231,,2017061812205546,2017061812191290,2017061812204250,2017061812194351,2017061812204520,2017061812190870,2017061812204020,2017061812194001
2017061420143782,2017061420123070.0,2017061420142460,2017061420133501,2017061420142745,2017061420122651,2017061420142231,2017061420133148,,2017061701120112,2017061701095415,2017061701114804,2017061701104907,2017061701115075,2017061701094995,2017061701114571,2017061701104554
2017061420413371,2017061420394398.0,2017061420412054,2017061420401173,2017061420412340,2017061420393960,2017061420411828,2017061420400823,,2017061701481901,2017061701455301,2017061701480600,2017061701462707,2017061701480878,2017061701454870,2017061701480243,2017061701462356
2017061420401207,2017061420384087.0,2017061420395884,2017061420390926,2017061420400171,2017061420383667,2017061420395659,2017061420390575,,2017061701462726,2017061701443959,2017061701461428,2017061701451532,2017061701461703,2017061701443537,2017061701461193,2017061701451182
2017061420390965,2017061420373879.0,2017061420385637,2017061420380662,2017061420385921,2017061420373457,2017061420385412,2017061420380309,,2017061701451551,2017061701432312,2017061701450256,2017061701440376,2017061701450531,2017061701431892,2017061701450026,2017061701440026
2017061420344189,2017061420331120.0,2017061420342873,2017061420333906,2017061420343157,2017061420330701,2017061420342646,2017061420333554,,2017061701384387,2017061701363423,2017061701383085,2017061701365656,2017061701383360,2017061701363003,2017061701382856,2017061701365306
2017061420323718,2017061420310646.0,2017061420322378,2017061420313412,2017061420322665,2017061420310226,2017061420322151,2017061420313060,,2017061701354509,2017061701333665,2017061701353204,2017061701335496,2017061701353482,2017061701333243,2017061701352975,2017061701335146
2017061420303207,2017061420284025.0,2017061420301879,2017061420290815,2017061420302164,2017061420283604,2017061420301653,2017061420290462,,2017061701323470,2017061701305115,2017061701322173,2017061701312287,2017061701322446,2017061701304695,2017061701321939,2017061701311937
2017061420165104,2017061420151210.0,2017061420163781,2017061420153985,2017061420164067,2017061420150790,2017061420163557,2017061420153632,,2017061701154340,2017061701124995,2017061701153034,2017061701131279,2017061701153306,2017061701124576,2017061701152806,2017061701130928
2017061607575910,2017061607560675.0,2017061607575064,2017061607563781,2017061607575340,2017061607560254,2017061607574837,2017061607563429,,2017061719265246,2017061719240159,2017061719263948,2017061719242532,2017061719264221,2017061719235739,2017061719263590,2017061719242182
2017061607563817,2017061607550740.0,2017061607562493,2017061607553523,2017061607562784,2017061607550318,2017061607562267,2017061607553173,,2017061719242553,2017061719224760,2017061719241254,2017061719231328,2017061719241526,2017061719224337,2017061719241017,2017061719230978
2017061607553559,2017061607540457.0,2017061607552235,2017061607543257,2017061607552520,2017061607540035,2017061607552009,2017061607542904,,2017061719231351,2017061719213362,2017061719230050,2017061719220156,2017061719230325,2017061719212942,2017061719225812,2017061719215806
2017062011530046,2017062011511335.0,2017062011524690,2017062011513092,2017062011524979,2017062011510915,2017062011524467,2017062011512740,,2017062117233995,2017062117194876,2017062117232695,2017062117222812,2017062117232970,2017062117194454,2017062117232467,2017062117222462
2017062011513142,2017062011493060.0,2017062011511801,2017062011494950,2017062011512096,2017062011492643,2017062011511575,2017062011494596,,2017062117222832,2017062117182889,2017062117221534,2017062117184914,2017062117221809,2017062117182468,2017062117221304,2017062117184564
2017062012234400,2017062012182487.0,2017062012233050,2017062012185578,2017062012233335,2017062012182067,2017062012232520,2017062012185221,,2017062117540534,2017062117520278,2017062117535732,2017062117523678,2017062117535996,2017062117515859,2017062117535504,2017062117523326
2017062012185590,2017062012173406.0,2017062012184281,2017062012175325,2017062012184576,2017062012172987,2017062012184056,2017062012174973,,2017062117523701,2017062117505456,2017062117522398,2017062117512500,2017062117522673,2017062117505035,2017062117522151,2017062117512150
2017062012175359,2017062012163068.0,2017062012174034,2017062012165100,2017062012174317,2017062012162650,2017062012173809,2017062012164748,,2017062117512523,2017062117494321,2017062117511221,2017062117501345,2017062117511490,2017062117493900,2017062117510985,2017062117500995
2017062012165131,2017062012152881.0,2017062012163809,2017062012154840,2017062012164095,2017062012152460,2017062012163582,2017062012154487,,2017062117501367,2017062117483207,2017062117500067,2017062117490200,2017062117500337,2017062117482785,2017062117495839,2017062117485851
2017062012100335,2017062012083737.0,2017062012095012,2017062012090045,2017062012095296,2017062012083315,2017062012094778,2017062012085693,,2017062117424778,2017062117404657,2017062117423478,2017062117413606,2017062117423751,2017062117404237,2017062117423251,2017062117413256
2017062012090073,2017062012072950.0,2017062012084754,2017062012075778,2017062012085040,2017062012072523,2017062012084528,2017062012075426,,2017062117413620,2017062117393517,2017062117412326,2017062117400562,2017062117412601,2017062117393095,2017062117412089,2017062117400214
2017062012075798,2017062012062307.0,2017062012074487,2017062012065531,2017062012074773,2017062012061859,2017062012074264,2017062012065178,,2017062117400585,2017062117381640,2017062117395284,2017062117385420,2017062117395560,2017062117381221,2017062117395057,2017062117385070
2017062012065567,2017062012052164.0,2017062012064228,2017062012054489,2017062012064523,2017062012051743,2017062012063992,2017062012054135,,2017062117385440,2017062117370435,2017062117384142,2017062117373503,2017062117384409,2017062117370017,2017062117383896,2017062117373153
2017062012054515,2017062012041448.0,2017062012053196,2017062012044229,2017062012053489,2017062012041029,2017062012052960,2017062012043876,,2017062117373523,2017062117355334,2017062117372225,2017062117362351,2017062117372500,2017062117354915,2017062117371996,2017062117362001
2017062011594815,2017062011580907.0,2017062011593489,2017062011584531,2017062011593771,2017062011580487,2017062011593253,2017062011584179,,2017062117311310,2017062117293095,2017062117310015,2017062117300129,2017062117310281,2017062117292675,2017062117305787,2017062117295781
2017062011540268,2017062011524304.0,2017062011534946,2017062011525984,2017062011535239,2017062011523884,2017062011534721,2017062011525632,,2017062117245132,2017062117230998,2017062117243835,2017062117233975,2017062117244109,2017062117230578,2017062117243593,2017062117233623
2017061616160590,2017061616141279.0,2017061616155273,2017061616144093,2017061616155562,2017061616140831,2017061616155046,2017061616143740,,2017061900132581,2017061900113881,2017061900131287,2017061900121265,2017061900131557,2017061900113453,2017061900131057,2017061900120917
2017062212304625,2017062212271040.0,2017062212303292,2017062212294309,2017062212303579,2017062212270618,2017062212303065,2017062212293959,,2017062411341937,2017062411320490,2017062411340639,2017062411322459,2017062411340912,2017062411320070,2017062411340410,2017062411322109
2017062212304625,2017062212271040.0,2017062212303292,2017062212294309,2017062212303579,2017062212270618,2017062212303065,2017062212293959,,2017062411341937,2017062411320490,2017062411340639,2017062411322459,2017062411340912,2017062411320070,2017062411340410,2017062411322109
2017062212294342,2017062212254839.0,2017062212293017,2017062212264137,2017062212293310,2017062212254415,2017062212292792,2017062212263787,,2017062411322479,2017062411304532,2017062411321179,2017062411311312,2017062411321454,2017062411304112,2017062411320942,2017062411310960
2017062212264181,2017062212244579.0,2017062212262846,2017062212251939,2017062212263131,2017062212244148,2017062212262621,2017062212251589,,2017062411311334,2017062411292560,2017062411310032,2017062411294315,2017062411310304,2017062411292137,2017062411305795,2017062411293965
2017062212264181,2017062212244579.0,2017062212262846,2017062212251939,2017062212263131,2017062212244148,2017062212262621,2017062212251589,,2017062411311334,2017062411292560,2017062411310032,2017062411294315,2017062411310304,2017062411292137,2017062411305795,2017062411293965
2017062212251981,2017062212234310.0,2017062212250639,2017062212241659,2017062212250937,2017062212233890,2017062212250415,2017062212241310,,2017062411294332,2017062411275253,2017062411293035,2017062411282282,2017062411293310,2017062411274831,2017062411292807,2017062411281931
2017062212251981,2017062212234310.0,2017062212250639,2017062212241659,2017062212250937,2017062212233890,2017062212250415,2017062212241310,,2017062411294332,2017062411275253,2017062411293035,2017062411282282,2017062411293310,2017062411274831,2017062411292807,2017062411281931
2017062212123576,2017062212103276.0,2017062212122245,2017062212113271,2017062212122528,2017062212102854,2017062212122018,2017062212112923,,2017062411190295,2017062411172331,2017062411184995,2017062411175109,2017062411185264,2017062411171910,2017062411184767,2017062411174759
2017062212123576,2017062212103276.0,2017062212122245,2017062212113271,2017062212122528,2017062212102854,2017062212122018,2017062212112923,,2017062411190295,2017062411172331,2017062411184995,2017062411175109,2017062411185264,2017062411171910,2017062411184767,2017062411174759
2017062018090434,2017062018062264.0,2017062018085096,2017062018080159,2017062018085381,2017062018061845,2017062018084871,2017062018075806,,2017062410153379,2017062410130700,2017062410152078,2017062410142221,2017062410152346,2017062410130279,2017062410151850,2017062410141871
2017062018080200,2017062018045185.0,2017062018074867,2017062018051037,2017062018075157,2017062018044765,2017062018074642,2017062018050687,,2017062410142240,2017062410114375,2017062410140942,2017062410120406,2017062410141215,2017062410113953,2017062410140714,2017062410120057
2017062018312451,2017062018294298.0,2017062018311125,2017062018301957,2017062018311414,2017062018293878,2017062018310876,2017062018301606,,2017062410424292,2017062410410221,2017062410422995,2017062410412956,2017062410423270,2017062410405801,2017062410422767,2017062410412606
2017062018301990,2017062018284014.0,2017062018300667,2017062018290860,2017062018300953,2017062018283593,2017062018300439,2017062018290506,,2017062410412975,2017062410395106,2017062410411678,2017062410401760,2017062410411948,2017062410394681,2017062410411451,2017062410401407
2017062018290895,2017062018273810.0,2017062018285565,2017062018280621,2017062018285851,2017062018273390,2017062018285340,2017062018280268,,2017062410401779,2017062410383131,2017062410400479,2017062410390631,2017062410400751,2017062410382707,2017062410400253,2017062410390279
2017062018202081,2017062018183221.0,2017062018200760,2017062018191818,2017062018201048,2017062018182801,2017062018200517,2017062018191464,,2017062410301071,2017062410284142,2017062410295764,2017062410285890,2017062410300042,2017062410283718,2017062410295521,2017062410285540
2017062212314910,2017062212301248.0,2017062212313579,2017062212304581,2017062212313864,2017062212300817,2017062212313354,2017062212304232,,2017062411353868,2017062411340250,2017062411352567,2017062411341918,2017062411352835,2017062411335828,2017062411352320,2017062411341568
2017062212314910,2017062212301248.0,2017062212313579,2017062212304581,2017062212313864,2017062212300817,2017062212313354,2017062212304232,,2017062411353868,2017062411340250,2017062411352567,2017062411341918,2017062411352835,2017062411335828,2017062411352320,2017062411341568
2017062018191842,2017062018172975.0,2017062018190525,2017062018175820,2017062018190809,2017062018172550,2017062018190289,2017062018175468,,2017062410285909,2017062410270770,2017062410284612,2017062410272518,2017062410284887,2017062410270346,2017062410284382,2017062410272168
2017061809350515,2017061809261142.0,2017061809345181,2017061809264239,2017061809345454,2017061809260721,2017061809344651,2017061809263889,,2017062000535507,2017062000522471,2017062000534195,2017062000524139,2017062000534473,2017062000522051,2017062000533965,2017062000523789
2017061809264268,2017061809245528.0,2017061809262950,2017061809253978,2017061809263243,2017061809245100,2017061809262715,2017061809253626,,2017062000524162,2017062000505525,2017062000522859,2017062000512631,2017062000523134,2017062000505103,2017062000522631,2017062000512282
2017061809254014,2017061809235296.0,2017061809252689,2017061809242090,2017061809252976,2017061809234876,2017061809252464,2017061809241739,,2017062000512651,2017062000494248,2017062000511354,2017062000500707,2017062000511629,2017062000493826,2017062000511109,2017062000500359
2017061422241223,2017061422220212.0,2017061422235884,2017061422230932,2017061422240168,2017061422215792,2017061422235650,2017061422230581,,2017061703110406,2017061703082609,2017061703105110,2017061703090220,2017061703105385,2017061703082189,2017061703104882,2017061703085871
2017061422521682,2017061422483034.0,2017061422520837,2017061422490123,2017061422521109,2017061422482615,2017061422520614,2017061422485771,,2017061703461212,2017061703443567,2017061703455903,2017061703445810,2017061703460175,2017061703443143,2017061703455673,2017061703445460
2017061422370809,2017061422353712.0,2017061422365484,2017061422360535,2017061422365768,2017061422353273,2017061422365257,2017061422360181,,2017061703283481,2017061703265368,2017061703282181,2017061703271559,2017061703282456,2017061703264948,2017061703281942,2017061703271209
2017062404245823,2017062404232201.0,2017062404244489,2017062404235539,2017062404244781,2017062404231781,2017062404244264,2017062404235189,,2017062605562115,2017062605542926,2017062605560812,2017062605545706,2017062605561087,2017062605542504,2017062605560585,2017062605545356
2017062404204781,2017062404185053.0,2017062404203448,2017062404192468,2017062404203740,2017062404184628,2017062404203223,2017062404192118,,2017062605505617,2017062605491142,2017062605504315,2017062605492820,2017062605504589,2017062605490721,2017062605504078,2017062605492470
2017062404161685,2017062404143082.0,2017062404160354,2017062404151393,2017062404160635,2017062404142662,2017062404160129,2017062404151043,,2017062605445204,2017062605430740,2017062605443906,2017062605432407,2017062605444179,2017062605430309,2017062605443678,2017062605432059
2017062404105396,2017062404085971.0,2017062404104065,2017062404095096,2017062404104353,2017062404085550,2017062404103839,2017062404094748,,2017062605380173,2017062605361390,2017062605374870,2017062605364531,2017062605375146,2017062605360970,2017062605374642,2017062605364178
2017062404041976,2017062404023496.0,2017062404040648,2017062404030832,2017062404040939,2017062404023065,2017062404040414,2017062404030481,,2017062605282037,2017062605260890,2017062605280739,2017062605262635,2017062605281009,2017062605260470,2017062605280510,2017062605262285
2017061709573200,2017061709554173.0,2017061709571856,2017061709561050,2017061709572168,2017061709553753,2017061709571631,2017061709560698,,2017061923380857,2017061923362207,2017061923375528,2017061923365417,2017061923375834,2017061923361778,2017061923375300,2017061923365065
2017061709561087,2017061709543996.0,2017061709555748,2017061709550779,2017061709560045,2017061709543576,2017061709555512,2017061709550428,,2017061923365437,2017061923352520,2017061923364137,2017061923354264,2017061923364406,2017061923352096,2017061923363900,2017061923353914
2017061709550801,2017061709533728.0,2017061709545489,2017061709540510,2017061709545775,2017061709533307,2017061709545245,2017061709540157,,2017061923354282,2017061923332915,2017061923352985,2017061923334759,2017061923353259,2017061923332495,2017061923352757,2017061923334409
